date,source,author,region,district,location1,location2,type,label,description,text,link
29-Apr,online community,HR/Sitrep5,central,sindhupalchok,talegaun,NA,need,general assessment,village in need of general assistance,"Villages still without help in Sindhupalchok after 5 days: (source) ? Baruwa (27.981779,85.618340), Yangri (27.972441,85.631683), Gankharka (28.000040,85.602112), Sunchaur (27.99248, 85.62845), Polgaung (coordinates not found), Talegaun (28.836479,82.089417), Thalchok (27.981779,85.618340), Ribarma (28.0002,85.6276)",http://earthquake-report.com/2015/04/25/massive-earthquake-nepal-on-april-25-2015/
29-Apr,online community,HR/Sitrep5,central,sindhupalchok,thalchok,NA,need,general assessment,village in need of general assistance,"Villages still without help in Sindhupalchok after 5 days: (source) ? Baruwa (27.981779,85.618340), Yangri (27.972441,85.631683), Gankharka (28.000040,85.602112), Sunchaur (27.99248, 85.62845), Polgaung (coordinates not found), Talegaun (28.836479,82.089417), Thalchok (27.981779,85.618340), Ribarma (28.0002,85.6276)",http://earthquake-report.com/2015/04/25/massive-earthquake-nepal-on-april-25-2015/
29-Apr,online community,HR/Sitrep5,central,sindhupalchok,ribarma,NA,need,general assessment,village in need of general assistance,"Villages still without help in Sindhupalchok after 5 days: (source) ? Baruwa (27.981779,85.618340), Yangri (27.972441,85.631683), Gankharka (28.000040,85.602112), Sunchaur (27.99248, 85.62845), Polgaung (coordinates not found), Talegaun (28.836479,82.089417), Thalchok (27.981779,85.618340), Ribarma (28.0002,85.6276)",http://earthquake-report.com/2015/04/25/massive-earthquake-nepal-on-april-25-2015/
28-Apr,news media,HR/Sitrep5,central,sindhupalchok,swarathok,NA,need,general assessment,village in need of general assistance,"Swarathok village (27.688618, 85.721085) has not received any aid.The village is 43 miles (70km) from Kathmandu",http://www.theguardian.com/world/2015/apr/28/nepal-villagers-swarathok-aid-beyond-the-capital
29-Apr,news media,HR/Sitrep5,,NA,NA,NA,observation,medical,fear of cholera epidemic,"Still no confirmed cholera cases, but health officials worry that the quake’s disruptions might lead to an epidemic. Cholera vaccine is in short supply. (",http://www.nbcnews.com/storyline/nepal-earthquake/cholera-nepal-n349686
29-Apr,twitter,HR/Sitrep5,central,kathmandu,NA,tribhuvan university teaching hospital,need,medical,need for all kinds of medical supplies,"List of needs at Tribuhvan University Teaching Hospital, Khatmandu: surgical capes, patient gowns, disposable masks, surgical caps and gloves, suture sets, dressing sets, baby blankets, OT gowns, blankets, Macintosh.",https://twitter.com/suhrit64/status/593314424946954241
29-Apr,facebook,HR/Sitrep5,,NA,NA,NA,observation,sanitation,need for female sanitation pads,There is a need for feminine sanitary pads. There is shortage of it in many places right now.,https://www.facebook.com/earthquakenepal2015/posts/895989357126235?fref=nf
29-Apr,twitter,HR/Sitrep5,,NA,NA,NA,need,children,help for young mothers (many gave birth),Hundreds of women in Kathmandu gave birth the day of the earthquake. http://huff.to/1bTFDPw @TheWorldPost. Maternal health help is needed.,https://twitter.com/UNFPA_Nordic/status/593403433367011328
29-Apr,twitter,HR/Sitrep5,central,kathmandu,NA,hospital,observation,casualties,no capacity to store bodies correctly,"At hospital in Kathmandu, rescue worker told me they didn't have capacity to store bodies correctly. Many were on floor",https://twitter.com/MIJamjoom/status/593436161650987008
29-Apr,twitter,HR/Sitrep5,central,kathmandu,NA,hospital,need,medical,hospital running out of bandages etc,"had a piece last night saying the (only) Kathmandu hospital is running out if sutures, bandages, etc.",https://twitter.com/katiestone/status/593422033960108034
28-Apr,twitter,HR/Sitrep5,western,gorkha,NA,NA,need,medical,medical volunteers needed to help doctors,Volunteers needed to help doctors in Gorkha.,https://twitter.com/RaviNepal/status/593070677718077440
29-Apr,online community,HR/Sitrep5,central,kathmandu,kalanki,sahid,need,medical,medical volunteers needed,"Sahid Hospital in Kalanki, Kathmandu needs volunteers.",http://51608539.weebly.talkiforum.com/20150428/volunteers-required-at-sahid-memorial-hospita-4736867/
30-Apr,news media,HR/Sitrep6,central,kathmandu,NA,airport,observation,transport,unsolicited relief goods cause congestion,"When they hit the airport, the import of goods that were unsolicited has actually caused a bunch of logistic problems. We are trying to prevent that by coming by land and trying to procure things as local as possible.”",http://time.com/3838989/nepal-earthquake-hospitals/
30-Apr,news media,HR/Sitrep6,NA,NA,NA,NA,observation,medical,earthquake discontinued regular medical services,"Aid groups are trying to care for survivors with pre-existing conditions, like cancer or diabetes, who may need special medical attention or medication. “The impact of the earthquake has dramatically reduced the capacity of the health system to resume the delivery of health services, as well as other services such as water and sanitation,” says Jim Catampongan, an Asia-Pacific health coordinator for the International Federation of Red Cross and Red Crescent Societies.",http://time.com/3838989/nepal-earthquake-hospitals/
30-Apr,facebook,HR/Sitrep6,central,sindhupalchok,melamchi,NA,need,medical,great demand for medical supplies,"There is a developing health camp in Melamchi, Sinhupalchowk, but the need is great and supply is low.",https://www.facebook.com/groups/288339144623227/
30-Apr,online community,HR/Sitrep6,central,kathmandu,NA,B&B hospital,need,medical,"needs for supplies, equipment and medicine","List of supplies, equipment, and medicines needed at B&B Hospital, Khatmandu (from hospital website",http://www.bbhospital.com.np/
30-Apr,online community,HR/Sitrep6,NA,NA,NA,NA,need,medical,equipment/supplies needed for trauma and emergency surgery,List of equipment and supplies needed for trauma and emergency surgery.,https://docs.google.com/spreadsheets/d/1k8DshoAZCD8px7r7LXOnKgPR6H_1qq0_kYwO0aqjI54/edit#gid=0
30-Apr,facebook,HR/Sitrep6,central,sindhupalchok,NA,NA,need,medical,night volunteers to look after 150 patients,"We are desperately in need of night volunteers as 150 patients are on the way from Sindhupalchok, and most of them don't have anyone to look after them.",https://www.facebook.com/djsudangrg/posts/945843075466424?fref=nf&pnref=story
29-Apr,twitter,HR/Sitrep6,central,kathmandu,kalanki,sahid,need,medical,volunteers required,"Volunteers required at Sahid Memorial Hospital, Kalanki, Kathmandu",http://51608539.weebly.embed.talkiforum.com/20150428/volunteers-required-at-sahid-memorial-hospita-4736867/#.VUEEXtvNlHY.twitter
29-Apr,twitter,HR/Sitrep6,central,kathmandu,sankhu,NA,need,medical,medicines needed,List of medicines that are lacking in Sankhu. Anyone going there please take these,https://twitter.com/mrkhyaauu/status/593605309496590336/photo/1
29-Apr,twitter,HR/Sitrep6,central,kathmandu,NA,tribhuvan university teaching hospital,need,medical,medical supplies needed,"List of medical supplies needed at Tribhuvan University Teaching Hospital, Kathmandu.",https://twitter.com/nab33nn/status/593322516849958912/photo/1
29-Apr,online community,HR/Sitrep6,western,gorkha,NA,gorkha district hospital,observation,medical,damaged in earthquake; in-patient department destroyed,"Gorkha District Hospital damaged in the earthquake, in-patient department is destroyed.",https://t.co/H8myAZoMTh
28-Apr,twitter,HR/Sitrep6,central,rasuwa,briddhim,NA,need,search&rescue,people stranded; need helicopter,STRANDED #briddhim village #langtang need helicopter (Rescued),https://twitter.com/dack_michelle/status/593191375283179520
30-Apr,twitter,HR/Sitrep6,western,gorkha,NA,NA,observation,transport,relief hardly getting in; logistics issues/blocked roads,"In Ghorka little relief getting in. Huge logistic issues, rain etc, roads cut by mud and landslides even close to district centre.",https://twitter.com/burke_jason/status/593743580931362816
30-Apr,facebook,HR/Sitrep6,central,kathmandu,kirtipur,NA,observation,damage,many houses (very) damaged,"4 wards, namely Dhokasi, Chikhu, Chaap and Itagol. Itagol is the worst hit area with as many as 82 houses that have been affected. Chhap is the second worst hit area with 45/45 houses affected. Many houses have collapsed. They need volunteers who can carry out house inspections, help in rehabilitation and relocation, donate relief and accommodation. Please contact 9851134385 Bikash for the aid required in Itagol. Contact 9741012345 Ram Krishna Duwal for aid required in Chaap. And Robin Maharjan for the entire kirtipur area update 9849100794, 9818371066, 98435988580",https://www.facebook.com/abha.dhital?fref=nf
30-Apr,facebook,HR/Sitrep6,central,kathmandu,kirtipur,NA,need,damage,"help with house inspections, relocation","4 wards, namely Dhokasi, Chikhu, Chaap and Itagol. Itagol is the worst hit area with as many as 82 houses that have been affected. Chhap is the second worst hit area with 45/45 houses affected. Many houses have collapsed. They need volunteers who can carry out house inspections, help in rehabilitation and relocation, donate relief and accommodation. Please contact 9851134385 Bikash for the aid required in Itagol. Contact 9741012345 Ram Krishna Duwal for aid required in Chaap. And Robin Maharjan for the entire kirtipur area update 9849100794, 9818371066, 98435988580",https://www.facebook.com/abha.dhital?fref=nf
29-Apr,twitter,HR/Sitrep6,central,bhaktapur,bhaktapur,NA,need,sanitation,underwear and sanitary pads,Underwear and sanitary pads needed for distribution to the tents.,https://twitter.com/Shubha_a/status/593317966642458624
30-Apr,twitter,HR/Sitrep6,central,nuwakot,samundra devi,NA,need,search&rescue,rescue & relief needed,No sign of rescue and relief in Samundra Devi VDC ward no.3 in Nuwakot.,https://twitter.com/kumarhimal061/status/593819318434967552
30-Apr,facebook,HR/Sitrep6,central,rasuwa,rasuwa,NA,need,general assessment,400 people have not received help (but need it),"Goljung (28.165449,85.312088), Rasuwa and the villages of Chillime (28.217440,85.284912), Gatlang (28.158381,85.253777), and smaller villages in the area - about 400 people living there who have not received help",https://www.facebook.com/groups/288339144623227/
30-Apr,facebook,HR/Sitrep6,central,rasuwa,chillime,NA,need,general assessment,400 people have not received help (but need it),"Goljung (28.165449,85.312088), Rasuwa and the villages of Chillime (28.217440,85.284912), Gatlang (28.158381,85.253777), and smaller villages in the area - about 400 people living there who have not received help",https://www.facebook.com/groups/288339144623227/
30-Apr,facebook,HR/Sitrep6,central,rasuwa,gatlang,NA,need,general assessment,400 people have not received help (but need it),"Goljung (28.165449,85.312088), Rasuwa and the villages of Chillime (28.217440,85.284912), Gatlang (28.158381,85.253777), and smaller villages in the area - about 400 people living there who have not received help",https://www.facebook.com/groups/288339144623227/
30-Apr,facebook,HR/Sitrep6,central,rasuwa,goljung,NA,need,general assessment,400 people have not received help (but need it),"Goljung (28.165449,85.312088), Rasuwa and the villages of Chillime (28.217440,85.284912), Gatlang (28.158381,85.253777), and smaller villages in the area - about 400 people living there who have not received help",https://www.facebook.com/groups/288339144623227/
30-Apr,facebook,HR/Sitrep6,central,sindhupalchok,kalthari,sindhe,need,shelter,"tents/tarpaulins, blankets","Sindhe of Kalthari VDC -- ward number 8 and 9, just 2 kms off Barhabishe. It is accessible via small vehicles but has received no help. There are around 1200 people in desperate need of tents or tarpaulins (tripaals), blankets, and food. They have food supplies for today only.",https://www.facebook.com/shashank.poudel/posts/10204788037633422?fref=nf
30-Apr,facebook,HR/Sitrep6,central,sindhupalchok,kalthari,sindhe,need,nutrition,food needed,"Sindhe of Kalthari VDC -- ward number 8 and 9, just 2 kms off Barhabishe. It is accessible via small vehicles but has received no help. There are around 1200 people in desperate need of tents or tarpaulins (tripaals), blankets, and food. They have food supplies for today only.",https://www.facebook.com/shashank.poudel/posts/10204788037633422?fref=nf
30-Apr,twitter,HR/Sitrep6,central,sindhupalchok,swarathok,NA,need,nutrition,food needed,"Swarathok (27°41'11""N 85°43'24""E) has not received any aid. They need food, water, sanitation, shelter, and medical care. Children are cold and developing respiratory problems, and there are reports of burglars and robbers.",https://twitter.com/burke_jason/status/593747470204600320   http://www.theguardian.com/world/2015/apr/28/nepal-villagers-swarathok-aid-beyond-the-capital?CMP=share_btn_tw
30-Apr,twitter,HR/Sitrep6,central,sindhupalchok,swarathok,NA,need,sanitation,water and sanitation needed,"Swarathok (27°41'11""N 85°43'24""E) has not received any aid. They need food, water, sanitation, shelter, and medical care. Children are cold and developing respiratory problems, and there are reports of burglars and robbers.",https://twitter.com/burke_jason/status/593747470204600320   http://www.theguardian.com/world/2015/apr/28/nepal-villagers-swarathok-aid-beyond-the-capital?CMP=share_btn_tw
30-Apr,twitter,HR/Sitrep6,central,sindhupalchok,swarathok,NA,need,shelter,shelter needed,"Swarathok (27°41'11""N 85°43'24""E) has not received any aid. They need food, water, sanitation, shelter, and medical care. Children are cold and developing respiratory problems, and there are reports of burglars and robbers.",https://twitter.com/burke_jason/status/593747470204600320   http://www.theguardian.com/world/2015/apr/28/nepal-villagers-swarathok-aid-beyond-the-capital?CMP=share_btn_tw
30-Apr,twitter,HR/Sitrep6,central,sindhupalchok,swarathok,NA,need,medical,medical care needed,"Swarathok (27°41'11""N 85°43'24""E) has not received any aid. They need food, water, sanitation, shelter, and medical care. Children are cold and developing respiratory problems, and there are reports of burglars and robbers.",https://twitter.com/burke_jason/status/593747470204600320   http://www.theguardian.com/world/2015/apr/28/nepal-villagers-swarathok-aid-beyond-the-capital?CMP=share_btn_tw
30-Apr,twitter,HR/Sitrep6,central,sindhupalchok,swarathok,NA,observation,population behavior,reports of burglars and robbers,"Swarathok (27°41'11""N 85°43'24""E) has not received any aid. They need food, water, sanitation, shelter, and medical care. Children are cold and developing respiratory problems, and there are reports of burglars and robbers.",https://twitter.com/burke_jason/status/593747470204600320   http://www.theguardian.com/world/2015/apr/28/nepal-villagers-swarathok-aid-beyond-the-capital?CMP=share_btn_tw
30-Apr,facebook,HR/Sitrep6,central,sindhupalchok,NA,NA,need,sanitation,water purifier,"Ground info from Sindhupalchok District - there is water supply but water purifier is needed. Helicopters equipped with medical persons is needed. Medicines are needed. Tents, sleeping mats, plastic sheets and raincoat are super crucial. Proper distribution of resources is needed. If a team is ready with resources we have a team of medical persons to leave tomorrow. Contact me 9818333596.",https://www.facebook.com/abha.dhital?fref=nf
30-Apr,facebook,HR/Sitrep6,central,sindhupalchok,NA,NA,need,shelter,"tents, sleeping mats, plastic sheets and raincoats","Ground info from Sindhupalchok District - there is water supply but water purifier is needed. Helicopters equipped with medical persons is needed. Medicines are needed. Tents, sleeping mats, plastic sheets and raincoat are super crucial. Proper distribution of resources is needed. If a team is ready with resources we have a team of medical persons to leave tomorrow. Contact me 9818333596.",https://www.facebook.com/abha.dhital?fref=nf
30-Apr,facebook,HR/Sitrep6,central,sindhupalchok,NA,NA,need,medical,helicopters with medical teams needed,"Ground info from Sindhupalchok District - there is water supply but water purifier is needed. Helicopters equipped with medical persons is needed. Medicines are needed. Tents, sleeping mats, plastic sheets and raincoat are super crucial. Proper distribution of resources is needed. If a team is ready with resources we have a team of medical persons to leave tomorrow. Contact me 9818333596.",https://www.facebook.com/abha.dhital?fref=nf
01-May,news media,HR/Sitrep7,central,lalitpur,dukuchap,NA,observation,medical,"diarrhea, stomach cramps and other diseases reported; fear of disease outbreak","Survivors of the earthquake are facing the threat of a disease outbreak due to a severe shortage of clean water and toilets. The village of Dukuchap in Lalitpur area reported cases of diarrhea, stomach cramps and other diseases.",http://www.aljazeera.com/news/2015/05/disease-outbreak-threatens-nepal-quake-survivors-150501142454868.html
01-May,online community,HR/Sitrep7,central,kathmandu,NA,tribhuvan university teaching hospital,need,medical,running out of medical supplies; no help received yet,"Kathmandu Tribhuwan University Institute of Medicine (Teaching Hospital), (Coordinates 27.736155, 85.329726) is running out of medical supplies and they have not received any help from any organizations (",http://www.kathmandulivinglabs.org/earthquake/search?k=TU+Teaching+&b=Search
01-May,news media,HR/Sitrep7,central,kathmandu,keura,NA,observation,transport,roads to keura blocked; 4 hour walk to get there,"Roads to Keura are still blocked, and no aid has arrived yet. Four hour walk to get to Keura, much rubble. But a makeshift aid station has been set up along the way. video of 13 yr child with back injury and newborn infant. Medical aid needed, food needed. Video",http://www.cnn.com/2015/05/01/asia/nepal-earthquake/index.html
01-May,news media,HR/Sitrep7,central,kathmandu,keura,NA,need,nutrition,food needed,"Roads to Keura are still blocked, and no aid has arrived yet. Four hour walk to get to Keura, much rubble. But a makeshift aid station has been set up along the way. video of 13 yr child with back injury and newborn infant. Medical aid needed, food needed. Video",http://www.cnn.com/2015/05/01/asia/nepal-earthquake/index.html
01-May,news media,HR/Sitrep7,central,kathmandu,keura,NA,need,medical,medical aid needed,"Roads to Keura are still blocked, and no aid has arrived yet. Four hour walk to get to Keura, much rubble. But a makeshift aid station has been set up along the way. video of 13 yr child with back injury and newborn infant. Medical aid needed, food needed. Video",http://www.cnn.com/2015/05/01/asia/nepal-earthquake/index.html
01-May,online community,HR/Sitrep7,central,sindhupalchok,selang,NA,need,nutrition,food needed,"Selang (pop 2,356) coordinates 27.85, 85.74) - needs food, water, tents, supplies - see KLL crisis map: incident numbers: 518, 536, 746, 876",http://www.kathmandulivinglabs.org/earthquake/search?k=Selang&b=Search
01-May,online community,HR/Sitrep7,central,sindhupalchok,selang,NA,need,sanitation,sanitation needed,"Selang (pop 2,356) coordinates 27.85, 85.74) - needs food, water, tents, supplies - see KLL crisis map: incident numbers: 518, 536, 746, 877",http://www.kathmandulivinglabs.org/earthquake/search?k=Selang&b=Search
01-May,online community,HR/Sitrep7,central,sindhupalchok,selang,NA,need,shelter,tents needed,"Selang (pop 2,356) coordinates 27.85, 85.74) - needs food, water, tents, supplies - see KLL crisis map: incident numbers: 518, 536, 746, 878",http://www.kathmandulivinglabs.org/earthquake/search?k=Selang&b=Search
01-May,online community,HR/Sitrep7,central,dhading,tawal,NA,need,general assessment,general help required,"Tawal Village - Dhading, Ree village Tawal need urgent help and supply. Estimated 1000-1500 homes are decimated. 50-60 victim/injured/missing.",http://www.kathmandulivinglabs.org/earthquake/search?k=Tawal&b=Search
01-May,online community,HR/Sitrep7,central,dhading,tawal,NA,observation,damage,1000-1500 homes damaged; 50-60 victims/injured/missing,"Tawal Village - Dhading, Ree village Tawal need urgent help and supply. Estimated 1000-1500 homes are decimated. 50-60 victim/injured/missing.",http://www.kathmandulivinglabs.org/earthquake/search?k=Tawal&b=Search
01-May,news media,HR/Sitrep7,central,rasuwa,NA,mt everest,observation,general assessment,last climbing company abandons cllimb; climbing season ended,"The Mt. Everest climbing season has ended, with the last of the major climbing companies – Himalayan Experience – deciding to abandon the ascent of Mt. Everest",http://in.reuters.com/article/2015/05/01/quake-nepal-everest-idINKBN0NM3MF20150501
01-May,news media,HR/Sitrep7,central,rasuwa,NA,mt everest,observation,general assessment,government declares mt everest safe to climb,This despite of the fact that the Nepalese Government declared the mountain safe to climb,http://clapway.com/2015/04/30/everest-climbs-nepal-earthquake123/
01-May,news media,HR/Sitrep7,central,rasuwa,NA,mt everest,need,sanitation,potable water,All hikers who requested rescue have been transported from the peaks of Mt. Everest to the base camps. Potable water and food are in short supply in the area,http://www.adventuretravelnews.com/global-rescue-conducts-final-evacuations-from-everest-camps-i-and-ii
01-May,news media,HR/Sitrep7,central,rasuwa,NA,mt everest,need,nutrition,food,All hikers who requested rescue have been transported from the peaks of Mt. Everest to the base camps. Potable water and food are in short supply in the area,http://www.adventuretravelnews.com/global-rescue-conducts-final-evacuations-from-everest-camps-i-and-ii
01-May,twitter,HR/Sitrep7,eastern,solukhumbu,NA,lukla airport,observation,transport,airport is closed,"However, due to weather related reasons, Lukla Airport is closed according to tweets at 14:00 Nepal time.",https://twitter.com/MarianNicholson/status/594039635329851392  https://twitter.com/CastorAles/status/594060046385938432
01-May,personal contacts/email,HR/Sitrep7,eastern,solukhumbu,NA,lukla airport,observation,transport,people being bumped off commercial flights because of bribes,Humanity Road was contacted by email regarding people being dropped off at Lukla. There are reports that people are being bumped off commercial flights because of bribes. A US chopper is reaching people from other parts of the mountain and dropping them off at Lukla. There is frustration because it has been 7 days now.,NA
01-May,twitter,HR/Sitrep7,central,rasuwa,langshisha kharkha,,observation,transport,helicopters cannot land in higher areas,The main problem for Langtang in general (source) and Langshisha Kharka (source) in particular is that helicopters cannot land in higher areas,https://twitter.com/NorthmenPK/status/593983206300356608
01-May,twitter,HR/Sitrep7,central,rasuwa,langshisha kharkha,,need,transport,better equipment for flying/landing on difficult terrain,The main problem for Langtang in general (source) and Langshisha Kharka (source) in particular is that helicopters cannot land in higher areas,https://twitter.com/NorthmenPK/status/593983206300356608
01-May,news media,HR/Sitrep7,central,kathmandu,NA,NA,observation,transport,gas stations open ,Almost all the gas stations are open Friday in Kathmandu and there are no more lines.,https://uk.news.yahoo.com/latest-nepal-airbus-offers-aircraft-sat-imagery-052015155.html#JMuE6pK
02-May,online community,HR/Sitrep8,NA,NA,NA,NA,observation,medical,hospitals overcrowded with people with injuries/fractures; running out of equipment,“the hospitals are already overcrowded with people with injuries and fractures. They are running out of equipment.”,http://www.handicap-international.org.uk/where_we_work/asia/nepal
02-May,online community,HR/Sitrep8,central,dhading,NA,NA,need,medical,two more doctors to join Dr. Poonam Rawat,"Dr. Poonam Rawat is heading towards Dhading with medicine on Saturday. She needs two more doctors in Dhading. Please contact: Poonam, 9841603300, Nancy, 984148042.",http://nepalrelief.net/doctors-needed-in-dhading/
02-May,twitter,HR/Sitrep8,western,gorkha,NA,NA,observation,medical,"influenza, diarrhoea reported",Health teams have been deployed to Gorkha and Sindhuli districts to respond to reports of influenza and diarrheal cases.,https://twitter.com/W7VOA/statuses/594521839277211649
02-May,twitter,HR/Sitrep9,central,sindhuli,NA,NA,observation,medical,"influenza, diarrhoea reported",Health teams have been deployed to Gorkha and Sindhuli districts to respond to reports of influenza and diarrheal cases.,https://twitter.com/W7VOA/statuses/594521839277211649
02-May,twitter,HR/Sitrep8,western,gorkha,NA,NA,need,communication,2 HF sets and as many VHF sets as possible for radio operators,Nepal Rises needs 2 HF sets and as many VHF sets as possible for the ham radio operator in Gorkha.,https://twitter.com/nepalrises/status/594076637970370560
02-May,twitter,HR/Sitrep8,,NA,NA,NA,need,communication,Americans requested to donate radio equiplemtn,"Any American planning to go to Nepal to operate or donate any radio equipment to the response efforts, please call the ARRL and visit with Emergency Preparedness Manager Mike Corey, KI1U first: http://www.arrl.org. (29 Apr) The ARRL in the US is working closely with amateurs in Nepal to identify equipment needed for the relief effort but are facing transportation challenges",http://www.arrl.org/news/view/nepal-grants-operating-permission-call-signs-to-visiting-hams-as-earthquake-recovery-continues?utm_content=buffer7c09b&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer
02-May,twitter,HR/Sitrep8,NA,NA,NA,NA,observation,communication,amateur radio stations asked to help provide communications,"The Amateur Radio Society of India’s National Coordinator for Disaster Communication, said these stations have been asked to help provide communication to more of the devastated region. Ham radio groups are being asked to spread out in terms of operating frequencies as well",http://www.arrl.org/news/view/nepal-grants-operating-permission-call-signs-to-visiting-hams-as-earthquake-recovery-continues?utm_content=buffer7c09b&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer
02-May,twitter,HR/Sitrep8,western,gorkha,NA,NA,need,communication,place with electricity for incoming radio teams,Need a place in Gorkha with electricity for the ham radio team going there.,https://twitter.com/shashankji/status/593356088340140033
02-May,news media,HR/Sitrep8,NA,NA,NA,NA,observation,nutrition,useless food donations are sent to nepal without consultation,"Nepal’s government has received useless food donations of tuna fish and mayonnaise and are renewing a request for grains, salt, and sugar.",http://www.huffingtonpost.com/2015/05/02/nepal-earthquake-aid-delays_n_7194932.html
02-May,online community,HR/Sitrep8,central,bhaktapur,NA,NA,observation,shelter,people living outside,"People are living under tarps or out in the open, without running water or toilets. Some 70 people are living in an improvised hut. Flies are everywhere. People say they haven't had any help from the outside — no medicine, no food.",http://www.npr.org/blogs/goatsandsoda/2015/05/01/403533570/show-us-the-aid-anger-in-an-ancient-nepali-town?utm_medium=RSS&utm_campaign=allthingsconsidered
02-May,online community,HR/Sitrep8,central,bhaktapur,NA,NA,observation,sanitation,people living without running water/toilets,"People are living under tarps or out in the open, without running water or toilets. Some 70 people are living in an improvised hut. Flies are everywhere. People say they haven't had any help from the outside — no medicine, no food.",http://www.npr.org/blogs/goatsandsoda/2015/05/01/403533570/show-us-the-aid-anger-in-an-ancient-nepali-town?utm_medium=RSS&utm_campaign=allthingsconsidered
02-May,online community,HR/Sitrep8,central,bhaktapur,NA,NA,need,medical,medicine needed,"People are living under tarps or out in the open, without running water or toilets. Some 70 people are living in an improvised hut. Flies are everywhere. People say they haven't had any help from the outside — no medicine, no food.",http://www.npr.org/blogs/goatsandsoda/2015/05/01/403533570/show-us-the-aid-anger-in-an-ancient-nepali-town?utm_medium=RSS&utm_campaign=allthingsconsidered
02-May,online community,HR/Sitrep8,central,bhaktapur,NA,NA,need,nutrition,food needed,"People are living under tarps or out in the open, without running water or toilets. Some 70 people are living in an improvised hut. Flies are everywhere. People say they haven't had any help from the outside — no medicine, no food.",http://www.npr.org/blogs/goatsandsoda/2015/05/01/403533570/show-us-the-aid-anger-in-an-ancient-nepali-town?utm_medium=RSS&utm_campaign=allthingsconsidered
02-May,facebook,HR/Sitrep8,western,gorkha,borlang,NA,need,shelter,575 tents needed ,"In Borlang VDC, Gorkha, People are so much in need...PLEASE, PLEASE, PLEASE....This is a humble request to all contributors who are helping the victims. After a need assessment,the following things are required urgently for the victims of Borlang VDC, Gorkha. 1. Tents - 575 sets and plus 2. Rice - 250 sacks 3. Daal - 5 to 6 sacks 4. Salt - 500 packets 5. Soap - 500 pieces 6. Water guard (Piyush) - 500 bottles 7. Dry foods VDC Location - 23 km from Gorkha Bazaar For proper coordination Please contact Mr. Preetam Shrestha . His no. is 9856037427. He is there in Borlang VDC, helping the victims. Other contacts: Chitra Sir - 9843462855 Prakash Sir - 9851161617 / 9801041416 Krishna Gotame Sir - 9846730800 Buddi Sir - 974163376 Bikal Sir - 9851081823",https://www.facebook.com/DirectionKathmandu/posts/909483975777503
02-May,facebook,HR/Sitrep8,western,gorkha,borlang,NA,need,nutrition,250 sacks of rice; 5/6 sacks of daal; 500 packets salt,"In Borlang VDC, Gorkha, People are so much in need...PLEASE, PLEASE, PLEASE....This is a humble request to all contributors who are helping the victims. After a need assessment,the following things are required urgently for the victims of Borlang VDC, Gorkha. 1. Tents - 575 sets and plus 2. Rice - 250 sacks 3. Daal - 5 to 6 sacks 4. Salt - 500 packets 5. Soap - 500 pieces 6. Water guard (Piyush) - 500 bottles 7. Dry foods VDC Location - 23 km from Gorkha Bazaar For proper coordination Please contact Mr. Preetam Shrestha . His no. is 9856037427. He is there in Borlang VDC, helping the victims. Other contacts: Chitra Sir - 9843462855 Prakash Sir - 9851161617 / 9801041416 Krishna Gotame Sir - 9846730800 Buddi Sir - 974163376 Bikal Sir - 9851081823",https://www.facebook.com/DirectionKathmandu/posts/909483975777503
02-May,facebook,HR/Sitrep8,western,gorkha,borlang,NA,need,sanitation,500 pieces soap; 500 bottles water guard,"In Borlang VDC, Gorkha, People are so much in need...PLEASE, PLEASE, PLEASE....This is a humble request to all contributors who are helping the victims. After a need assessment,the following things are required urgently for the victims of Borlang VDC, Gorkha. 1. Tents - 575 sets and plus 2. Rice - 250 sacks 3. Daal - 5 to 6 sacks 4. Salt - 500 packets 5. Soap - 500 pieces 6. Water guard (Piyush) - 500 bottles 7. Dry foods VDC Location - 23 km from Gorkha Bazaar For proper coordination Please contact Mr. Preetam Shrestha . His no. is 9856037427. He is there in Borlang VDC, helping the victims. Other contacts: Chitra Sir - 9843462855 Prakash Sir - 9851161617 / 9801041416 Krishna Gotame Sir - 9846730800 Buddi Sir - 974163376 Bikal Sir - 9851081823",https://www.facebook.com/DirectionKathmandu/posts/909483975777503
02-May,twitter,HR/Sitrep8,western,gorkha,laprak,NA,observation,damage,absolute devastation,"reports of absolute devastation in Laprak. “We tried heli flight to Laprak on 27th, went impossible - Government might have dropped some foods & medicine but not enough.” “Earthquake Team regrouping in KTM. Absolute devastation in Laprak. Completely cut off & Heli support is nonexistent.",https://twitter.com/crpokhrel/status/594565602771079168
02-May,twitter,HR/Sitrep8,western,gorkha,manaslu,NA,need,general assessment,general relief needed,Got a phone 2 hours ago that the situation in Manaslu area is real bad! No relief for 7 days + children no food,https://twitter.com/ArmandVervaeck/status/594470808229130240
02-May,twitter,HR/Sitrep8,western,gorkha,manaslu,NA,need,nutrition,food needed,Got a phone 2 hours ago that the situation in Manaslu area is real bad! No relief for 7 days + children no food,https://twitter.com/ArmandVervaeck/status/594470808229130240
02-May,twitter,HR/Sitrep8,western,gorkha,manaslu,NA,observation,general assessment,situation is really bad,Got a phone 2 hours ago that the situation in Manaslu area is real bad! No relief for 7 days + children no food,https://twitter.com/ArmandVervaeck/status/594470808229130240
