date,type,source,author,region,district,location1,location2,type,label,description,text
42122,conventional,NA,UN/Sitrep5,central,sindhupalchok,outside district headquarters,NA,observation,medical,60-90% of healthcare facilities severely damaged,"""In terms of health infrastructure, preliminary information ondicated that most of the health facilities (60-90% outside the district headquarters (DHQ) of Ramecchapp, Nuwakot, Sindhupalchowk and Gorkha have been severely damaged"""
42123,conventional,NA,UN/Sitrep6,midwestern,banke,nepalgunj,nepalgunj airport,observation,transport,landing permission for C17 airplanes,"""Landing permissions have been given at Pokhara, Biratnagar and Nepalgunj airports to C17 airplanes and those with similar capacity."""
42123,conventional,NA,UN/Sitrep6,central,bhaktapur,NA,NA,observation,casualties,250 deaths,"""(1,039 deaths in Kathmandu, 250 in Bhaktapur and 159 in Lalitpur districts)"""
42123,conventional,NA,UN/Sitrep6,central,bhaktapur,NA,NA,observation,general assessment,(inter)national relief efforts now in nine districts,"""National and international rescue and relief efforts have expanded to nine districts"""
42123,conventional,NA,UN/Sitrep6,central,bhaktapur,NA,NA,need,nutrition,identified for immediate food assistance,"""Twelve districts have been identified for immediate food assistance"""
42123,conventional,NA,UN/Sitrep6,central,bhaktapur,NA,NA,need,medical,"priority district for health intervention. Medical tents, medicines","""are the 11 priority districts for health intervention where medical tents with 50 bed capacity, essential medicine, and services in camps are urgently needed."""
42123,conventional,NA,UN/Sitrep6,central,bhaktapur,NA,NA,observation,general assessment,identified as district generally most in need (on priority list),"""The most affected districts are being reported to be """
42123,conventional,NA,UN/Sitrep6,central,dhading,NA,NA,observation,general assessment,(inter)national relief efforts now in nine districts,"""National and international rescue and relief efforts have expanded to nine districts"""
42123,conventional,NA,UN/Sitrep6,central,dhading,NA,NA,need,nutrition,identified for immediate food assistance,"""Twelve districts have been identified for immediate food assistance"""
42123,conventional,NA,UN/Sitrep6,central,dhading,NA,NA,observation,general assessment,landslides,"""Landslides in Gorkha and Dhading district have delayed the distribution of food assistance to affected people."""
42123,conventional,NA,UN/Sitrep6,central,dhading,NA,NA,need,medical,"priority district for health intervention. Medical tents, medicines","""are the 11 priority districts for health intervention where medical tents with 50 bed capacity, essential medicine, and services in camps are urgently needed."""
42123,conventional,NA,UN/Sitrep6,central,dhading,NA,NA,observation,general assessment,identified as district generally most in need (on priority list),"""The most affected districts are being reported to be """
42123,conventional,NA,UN/Sitrep6,central,dolakha,NA,NA,need,nutrition,identified for immediate food assistance,"""Twelve districts have been identified for immediate food assistance"""
42123,conventional,NA,UN/Sitrep6,central,dolakha,NA,NA,need,medical,"priority district for health intervention. Medical tents, medicines","""are the 11 priority districts for health intervention where medical tents with 50 bed capacity, essential medicine, and services in camps are urgently needed."""
42123,conventional,NA,UN/Sitrep6,central,dolakha,NA,NA,observation,general assessment,identified as district generally most in need (on priority list),"""The most affected districts are being reported to be """
42123,conventional,NA,UN/Sitrep6,western,gorkha,NA,NA,observation,general assessment,(inter)national relief efforts now in nine districts,"""National and international rescue and relief efforts have expanded to nine districts"""
42123,conventional,NA,UN/Sitrep6,western,gorkha,NA,NA,need,nutrition,identified for immediate food assistance,"""Twelve districts have been identified for immediate food assistance"""
42123,conventional,NA,UN/Sitrep6,western,gorkha,NA,NA,observation,general assessment,landslides,"""Landslides in Gorkha and Dhading district have delayed the distribution of food assistance to affected people."""
42123,conventional,NA,UN/Sitrep6,western,gorkha,NA,NA,need,medical,"priority district for health intervention. Medical tents, medicines","""are the 11 priority districts for health intervention where medical tents with 50 bed capacity, essential medicine, and services in camps are urgently needed."""
42123,conventional,NA,UN/Sitrep6,western,gorkha,NA,NA,observation,general assessment,identified as district generally most in need (on priority list),"""The most affected districts are being reported to be """
42123,conventional,NA,UN/Sitrep6,western,kaski,pokhara,pokhara airport,observation,transport,landing permission for C17 airplanes,"""Landing permissions have been given at Pokhara, Biratnagar and Nepalgunj airports to C17 airplanes and those with similar capacity."""
42123,conventional,NA,UN/Sitrep6,central,kathmandu,NA,NA,observation,casualties,"1,039 deaths","""(1,039 deaths in Kathmandu, 250 in Bhaktapur and 159 in Lalitpur districts)"""
42123,conventional,NA,UN/Sitrep6,central,kathmandu,NA,NA,observation,general assessment,(inter)national relief efforts now in nine districts,"""National and international rescue and relief efforts have expanded to nine districts"""
42123,conventional,NA,UN/Sitrep6,central,kathmandu,NA,camps,observation,general assessment,"75,000 people estimated in 16 camps","""To effectively target support, the number of internally displaced persons (75,000 people are estimated for Kathmandu Valley) needs to be consolidated"""
42123,conventional,NA,UN/Sitrep6,central,kathmandu,NA,camps,observation,general assessment,concerns of overcrowding,"""Within these sites, there are concerns of overcrowding"""
42123,conventional,NA,UN/Sitrep6,central,kathmandu,NA,NA,need,nutrition,identified for immediate food assistance,"""Twelve districts have been identified for immediate food assistance"""
42123,conventional,NA,UN/Sitrep6,central,kathmandu,NA,NA,need,medical,"priority district for health intervention. Medical tents, medicines","""are the 11 priority districts for health intervention where medical tents with 50 bed capacity, essential medicine, and services in camps are urgently needed."""
42123,conventional,NA,UN/Sitrep6,central,kathmandu,NA,camps,need,medical,health services lacking,"""Adequate health services are lacking in the camps and more work needs to be done in coordination with the WASH cluster"""
42123,conventional,NA,UN/Sitrep6,central,kathmandu,NA,kathmandu airport,need,transport,need to remove cargo to prevent congestion,"""Organisations have been requested to remove humanitarian relief cargo from the Kathmandu Airport apron as soon as possible due to subsequent congestion in the parking area."""
42123,conventional,NA,UN/Sitrep6,central,kathmandu,NA,NA,observation,general assessment,identified as district generally most in need (on priority list),"""The most affected districts are being reported to be """
42123,conventional,NA,UN/Sitrep6,central,kavrepalanchok,NA,NA,observation,general assessment,(inter)national relief efforts now in nine districts,"""National and international rescue and relief efforts have expanded to nine districts"""
42123,conventional,NA,UN/Sitrep6,central,kavrepalanchok,NA,NA,need,nutrition,identified for immediate food assistance,"""Twelve districts have been identified for immediate food assistance"""
42123,conventional,NA,UN/Sitrep6,central,kavrepalanchok,NA,NA,need,medical,"priority district for health intervention. Medical tents, medicines","""are the 11 priority districts for health intervention where medical tents with 50 bed capacity, essential medicine, and services in camps are urgently needed."""
42123,conventional,NA,UN/Sitrep6,central,lalitpur,NA,NA,observation,casualties,159 deaths,"""(1,039 deaths in Kathmandu, 250 in Bhaktapur and 159 in Lalitpur districts)"""
42123,conventional,NA,UN/Sitrep6,central,lalitpur,NA,NA,observation,general assessment,(inter)national relief efforts now in nine districts,"""National and international rescue and relief efforts have expanded to nine districts"""
42123,conventional,NA,UN/Sitrep6,central,lalitpur,NA,NA,need,nutrition,identified for immediate food assistance,"""Twelve districts have been identified for immediate food assistance"""
42123,conventional,NA,UN/Sitrep6,central,lalitpur,NA,NA,need,medical,"priority district for health intervention. Medical tents, medicines","""are the 11 priority districts for health intervention where medical tents with 50 bed capacity, essential medicine, and services in camps are urgently needed."""
42123,conventional,NA,UN/Sitrep6,central,lalitpur,NA,NA,observation,general assessment,identified as district generally most in need (on priority list),"""The most affected districts are being reported to be """
42123,conventional,NA,UN/Sitrep6,western,lamjung,NA,NA,observation,general assessment,identified as district generally most in need (on priority list),"""The most affected districts are being reported to be """
42123,conventional,NA,UN/Sitrep6,central,makwanpur,NA,NA,need,nutrition,identified for immediate food assistance,"""Twelve districts have been identified for immediate food assistance"""
42123,conventional,NA,UN/Sitrep6,eastern,morang,biratnagar,biratnagar airport,observation,transport,landing permission for C17 airplanes,"""Landing permissions have been given at Pokhara, Biratnagar and Nepalgunj airports to C17 airplanes and those with similar capacity."""
42123,conventional,government,UN/Sitrep6,NA,NA,NA,NA,observation,casualties,"5,006 dead and 10,194 injured","""the national Emergency Operations Center reported a total of 5,006 dead and 10,194 injured people"""
42123,conventional,government,UN/Sitrep6,NA,NA,NA,NA,observation,damage,"3,673 houses destroyed","""A total of 3,673 houses were destroyed and 7,700 partially damaged by the earthquake."""
42123,conventional,government,UN/Sitrep6,NA,NA,NA,NA,observation,damage,"7,700 partially damaged","""A total of 3,673 houses were destroyed and 7,700 partially damaged by the earthquake."""
42123,conventional,NA,UN/Sitrep6,NA,NA,NA,NA,observation,search&rescue,search&rescue still limited outside kathmandu valley,"""Search and rescue (SAR) is still limited outside of the Kathmandu Valley."""
42123,conventional,NA,UN/Sitrep6,NA,NA,NA,NA,need,search&rescue,fuel for transport,"""Fuel to transport SAR teams is limited."""
42123,conventional,NA,UN/Sitrep6,NA,NA,NA,NA,observation,population behavior,security incidents,"""Isolated security incidents have been reported impeding relief distribution in some areas."""
42123,conventional,NA,UN/Sitrep6,NA,NA,NA,NA,observation,general assessment,"400,000 families will require early recovery assistance (estimate)","""Initial estimates show that 400,000 families will require early recovery assistance, but specific details are yet to be collected from the affected districts."""
42123,conventional,NA,UN/Sitrep6,NA,NA,NA,NA,need,children,education supplies,"""There is limited access to supplies to meet education needs"""
42123,conventional,NA,UN/Sitrep6,NA,NA,NA,NA,observation,transport,re-routed flights hamper operations,"""Re-routed commercial and charter flights carrying relief items and responders challenge humanitarian operations"""
42123,conventional,NA,UN/Sitrep6,NA,NA,NA,NA,need,nutrition,"immediate food resistance for 1,4 million over next three months","""Immediate food assistance is required for 1.4 million people over the next three months."""
42123,conventional,NA,UN/Sitrep6,NA,NA,NA,NA,need,medical,support for mass casualty management,"""Support for mass casualty management is urgently needed in addition to the re-establishment of disrupted live-saving health services."""
42123,conventional,NA,UN/Sitrep6,NA,NA,NA,NA,need,nutrition,"486,898 young and pregnant mothers require maternal services","""486,898 mothers of children under the age of five and pregnant women should benefit from the protection, promotion and support of optimal child feeding practices and related maternal nutrition."""
42123,conventional,NA,UN/Sitrep6,NA,NA,NA,NA,need,nutrition,"14,455 children with severe acute malnutrition need care","""14,455 children with severe acute malnutrition (SAM) in 21 most affected districts shoud benefit from therapeutic feeding and care through community management of acute malnutrition (CMAM) programmes."""
42123,conventional,NA,UN/Sitrep6,NA,NA,NA,NA,need,nutrition,"346,395 children <59mo need vitamin supplements and deworming tablets","""346,395 children 6-59 months old should benefit from for micronutrient supplementation interventions, including vitamin A supplements/multiple micro-nutrient powders and deworming tablets."""
42123,conventional,NA,UN/Sitrep6,NA,NA,NA,NA,need,nutrition,"288,662 children <59mo need malnutrition prevention","""288,662 children 6-59 months should benefit from interventions to prevent/treat moderate acute malnutrition."""
42123,conventional,NA,UN/Sitrep6,NA,NA,NA,NA,need,nutrition,"184,521 pregnant/young mothers need iron/folic acid supplements","""184,521 the pregnant women and breastfeeding mothers should benefit from iron and folic acid supplementation as per the national guidelines."""
42123,conventional,NA,UN/Sitrep6,NA,NA,NA,NA,need,children,"16,500 lactating mothers need extra help (estimation)","""Over 16,500 women are estimated to be lactating and require special care."""
42123,conventional,NA,UN/Sitrep6,NA,NA,NA,NA,need,shelter,people need to return to their home,"""While prolonged displacement should be avoided, families need to return to their homes subject to building safety."""
42123,conventional,NA,UN/Sitrep6,NA,NA,NA,NA,need,sanitation,"4,2 people need WASH services (estimation)","""It is estimated that 4.2 million people need urgent WASH services."""
42123,conventional,NA,UN/Sitrep6,central,nuwakot,NA,NA,observation,general assessment,(inter)national relief efforts now in nine districts,"""National and international rescue and relief efforts have expanded to nine districts"""
42123,conventional,NA,UN/Sitrep6,central,nuwakot,NA,NA,need,nutrition,identified for immediate food assistance,"""Twelve districts have been identified for immediate food assistance"""
42123,conventional,NA,UN/Sitrep6,central,nuwakot,NA,NA,need,medical,"priority district for health intervention. Medical tents, medicines","""are the 11 priority districts for health intervention where medical tents with 50 bed capacity, essential medicine, and services in camps are urgently needed."""
42123,conventional,NA,UN/Sitrep6,central,nuwakot,NA,NA,observation,general assessment,identified as district generally most in need (on priority list),"""The most affected districts are being reported to be """
42123,conventional,NA,UN/Sitrep6,central,ramechhap,NA,NA,need,nutrition,identified for immediate food assistance,"""Twelve districts have been identified for immediate food assistance"""
42123,conventional,NA,UN/Sitrep6,central,ramechhap,NA,NA,need,medical,"priority district for health intervention. Medical tents, medicines","""are the 11 priority districts for health intervention where medical tents with 50 bed capacity, essential medicine, and services in camps are urgently needed."""
42123,conventional,NA,UN/Sitrep6,central,ramechhap,NA,NA,observation,general assessment,identified as district generally most in need (on priority list),"""The most affected districts are being reported to be """
42123,conventional,NA,UN/Sitrep6,central,rasuwa,NA,NA,observation,general assessment,(inter)national relief efforts now in nine districts,"""National and international rescue and relief efforts have expanded to nine districts"""
42123,conventional,NA,UN/Sitrep6,central,rasuwa,NA,NA,need,nutrition,identified for immediate food assistance,"""Twelve districts have been identified for immediate food assistance"""
42123,conventional,NA,UN/Sitrep6,central,rasuwa,NA,NA,need,medical,"priority district for health intervention. Medical tents, medicines","""are the 11 priority districts for health intervention where medical tents with 50 bed capacity, essential medicine, and services in camps are urgently needed."""
42123,conventional,NA,UN/Sitrep6,central,rasuwa,NA,NA,observation,general assessment,identified as district generally most in need (on priority list),"""The most affected districts are being reported to be """
42123,conventional,NA,UN/Sitrep6,central,sindhupalchok,NA,NA,observation,general assessment,(inter)national relief efforts now in nine districts,"""National and international rescue and relief efforts have expanded to nine districts"""
42123,conventional,NA,UN/Sitrep6,central,sindhupalchok,NA,NA,need,nutrition,identified for immediate food assistance,"""Twelve districts have been identified for immediate food assistance"""
42123,conventional,NA,UN/Sitrep6,central,sindhupalchok,NA,NA,need,medical,"priority district for health intervention. Medical tents, medicines","""are the 11 priority districts for health intervention where medical tents with 50 bed capacity, essential medicine, and services in camps are urgently needed."""
42123,conventional,NA,UN/Sitrep6,central,sindhupalchok,NA,NA,observation,general assessment,identified as district generally most in need (on priority list),"""The most affected districts are being reported to be """
42124,conventional,NA,UN/Sitrep7,central,bhaktapur,NA,NA,need,medical,need critical health services,"""Eleven districts need critical health services."""
42124,conventional,NA,UN/Sitrep7,central,bhaktapur,NA,NA,need,sanitation,water supply,"""There is an issue of sustainable water supply for wards 2 and 6 in the Bhaktapur District, including an urgent need for temporary toilets, hygiene kits and water purification tablets."""
42124,conventional,NA,UN/Sitrep7,central,bhaktapur,NA,NA,need,sanitation,temporary toilets,"""There is an issue of sustainable water supply for wards 2 and 6 in the Bhaktapur District, including an urgent need for temporary toilets, hygiene kits and water purification tablets."""
42124,conventional,NA,UN/Sitrep7,central,bhaktapur,NA,NA,need,sanitation,hygiene kits,"""There is an issue of sustainable water supply for wards 2 and 6 in the Bhaktapur District, including an urgent need for temporary toilets, hygiene kits and water purification tablets."""
42124,conventional,NA,UN/Sitrep7,central,bhaktapur,NA,NA,need,sanitation,water purification tablets,"""There is an issue of sustainable water supply for wards 2 and 6 in the Bhaktapur District, including an urgent need for temporary toilets, hygiene kits and water purification tablets."""
42124,conventional,government,UN/Sitrep7,central,dhading,NA,NA,observation,damage,district with the highest number of destroyed houses,"""The districts with the highest numer of damaged houses are Nuwakot, Dhading, Kathmandu and Lalitpur."""
42124,conventional,NA,UN/Sitrep7,central,dhading,NA,NA,need,medical,need critical health services,"""Eleven districts need critical health services."""
42124,conventional,NA,UN/Sitrep7,central,dolakha,NA,NA,need,medical,need critical health services,"""Eleven districts need critical health services."""
42124,conventional,NA,UN/Sitrep7,western,gorkha,NA,NA,need,medical,need critical health services,"""Eleven districts need critical health services."""
42124,conventional,government,UN/Sitrep7,central,kathmandu,NA,NA,observation,damage,district with the highest number of destroyed houses,"""The districts with the highest numer of damaged houses are Nuwakot, Dhading, Kathmandu and Lalitpur."""
42124,conventional,government,UN/Sitrep7,central,kathmandu,NA,NA,observation,casualties,highest number of deaths confirmed,"""The highest number of confirmed deaths has been recorded in S, K and N."""
42124,conventional,NA,UN/Sitrep7,central,kathmandu,NA,camps,observation,shelter,"24,000 people in 13 camps","""Based on cluster assessments, some 24,000 internally displaced people (IDPs) are currently hosted in 13 camps in Kathmandu."""
42124,conventional,NA,UN/Sitrep7,central,kathmandu,NA,camps,need,sanitation,water,"""Water, latrines, emergency shelter and camp management support is identified as a priority in camps."""
42124,conventional,NA,UN/Sitrep7,central,kathmandu,NA,camps,need,sanitation,latrines,"""Water, latrines, emergency shelter and camp management support is identified as a priority in camps."""
42124,conventional,NA,UN/Sitrep7,central,kathmandu,NA,camps,need,shelter,emergency shelter (tents),"""Water, latrines, emergency shelter and camp management support is identified as a priority in camps."""
42124,conventional,NA,UN/Sitrep7,central,kathmandu,halchowk camp,NA,need,communication,management,"""Water, latrines, emergency shelter and camp management support is identified as a priority in camps."""
42124,conventional,NA,UN/Sitrep7,central,kathmandu,NA,sinamangal golf course camp,need,communication,management,"""Water, latrines, emergency shelter and camp management support is identified as a priority in camps."""
42124,conventional,NA,UN/Sitrep7,central,kathmandu,durbar square camp,NA,need,communication,management,"""Water, latrines, emergency shelter and camp management support is identified as a priority in camps."""
42124,conventional,NA,UN/Sitrep7,central,kathmandu,NA,NA,need,medical,need critical health services,"""Eleven districts need critical health services."""
42124,conventional,NA,UN/Sitrep7,central,kathmandu,NA,NA,need,medical,hospitals have run out of medicines,"""Hospitals near Kathmandu have reportedly run out of medicines."""
42124,conventional,NA,UN/Sitrep7,central,kathmandu,NA,camps,need,medical,immunization for measles,"""There is a need to initiate immunization for measles, particularly in the 16 Katmandu camps."""
42124,conventional,NA,UN/Sitrep7,central,kathmandu,NA,NA,need,children,25 child friendly spaces,"""According to the Department of Women and Children, gaps in the most affected districts include at least 50,000 dignity kits (essential items such as hygiene goods and cloths for women); at least 55,000 baby kits (cloths, diapers, baby food); 25 Child Friendly Spaces (CFS) in the Kathmandu Valley and 10 per district outside the Valley; and at least 165,000 sets of children's clothes."""
42124,conventional,NA,UN/Sitrep7,central,kathmandu,NA,halchowk camp,need,sanitation,water supply,"""There is insufficient water supply in Halchowk camp in Kathmandu."""
42124,conventional,NA,UN/Sitrep7,central,kavrepalanchok,NA,NA,need,medical,need critical health services,"""Eleven districts need critical health services."""
42124,conventional,government,UN/Sitrep7,central,lalitpur,NA,NA,observation,damage,district with the highest number of destroyed houses,"""The districts with the highest numer of damaged houses are Nuwakot, Dhading, Kathmandu and Lalitpur."""
42124,conventional,NA,UN/Sitrep7,central,lalitpur,NA,NA,need,medical,need critical health services,"""Eleven districts need critical health services."""
42124,conventional,government,UN/Sitrep7,NA,NA,NA,NA,observation,damage,"130,033 houses destroyed","""As of 30 April, NEOC reports that 130,033 houses were destroyed and 85,856 houses damaged."""
42124,conventional,government,UN/Sitrep7,NA,NA,NA,NA,observation,damage,"85,856 houses damaged","""As of 30 April, NEOC reports that 130,033 houses were destroyed and 85,856 houses damaged."""
42124,conventional,government,UN/Sitrep7,NA,NA,NA,NA,observation,damage,"10,141 destroyed buildings on government premises","""Additionally, Government premises have been badly hit with 10,141 destoryed buildings and 13,502 damaged buildings."""
42124,conventional,government,UN/Sitrep7,NA,NA,NA,NA,observation,damage,"13,502 damaged buildings on government premises","""Additionally, Government premises have been badly hit with 10,141 destoryed buildings and 13,502 damaged buildings."""
42124,conventional,government,UN/Sitrep7,NA,NA,NA,NA,observation,casualties,"5,582 deaths","""The death toll from the 7.8 magnitude earthquake increased to 5,582 people with 11,175 injured, according to NEOC."""
42124,conventional,government,UN/Sitrep7,NA,NA,NA,NA,observation,casualties,"11,175 injured","""The death toll from the 7.8 magnitude earthquake increased to 5,582 people with 11,175 injured, according to NEOC."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,shelter,tents identified as most critical,"""Humanitarian partners in the most affected areas identified tents and food as the most critical needs."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,nutrition,food idenitified as most critical; 3 million people need assistance,"""Humanitarian partners in the most affected areas identified tents and food as the most critical needs."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,observation,population behavior,people protest/fight about limited resources,"""There are unconfirmed reports of people protesting for the lack of relief items or competing for the limited resources."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,observation,communication,"communications system (phone, sms) more stable","""Overall, the communications system is more stable in comparison to the early days of the emergency, when remote areas were out of reach with only mobile text messaging functioning in the Kathmandu valley."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,observation,search&rescue,2 people saved from the rubble,"""Five days into the response, search and rescue teams saved an additional two lives from the rubble."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,search&rescue,debris removal to allow access/s&r activities,"""Debris removal to enable continued search and rescue activities and allow access to deliver humanitarian assistance is needed."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,damage,relief management coordination,"""Additional capacity is required to support the District Disaster Reduction Committees (DDRC) on relief management coordination, rapid structural assessment of public buildings, as well as to provide basic equipment to facilitate their uninterrputed operation and emergency service delivery."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,damage,structural assessment of public buildings,"""Additional capacity is required to support the District Disaster Reduction Committees (DDRC) on relief management coordination, rapid structural assessment of public buildings, as well as to provide basic equipment to facilitate their uninterrputed operation and emergency service delivery."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,damage,basic equipment to keep services running,"""Additional capacity is required to support the District Disaster Reduction Committees (DDRC) on relief management coordination, rapid structural assessment of public buildings, as well as to provide basic equipment to facilitate their uninterrputed operation and emergency service delivery."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,damage,lack of assessment of needs across districts,"""There is currently a lack of a comprehensive assessment of early recovery needs across the affected districts."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,observation,children,schools closed until 14 May,"""The Government has extended the closure of schools until 14 May."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,nutrition,3+ million people estimated to be in need of food assistance; 1.4 of this with priority,"""Based on preliminary data and assessment of damage, over 3 million people are estimated to be in need of food assistance. Out of this, it is estimated that 1.4 million people will be in need of priority assistance."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,casualties,dead body management in rural areas,"""Dead body management is emerging as a concern in the affected rural areas."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,medical,care for pregnant/lactating mothers and delivering women,"""There are inadequate specialized and targeted health interventions to special needs groups such as pregnant mothers, delivering women and lactating mothers including neonatal health services."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,medical,post trauma and rehabilitation care,"""Post trauma/rehabilitation care, psychosocial support, as wel ass maternity tents are needed for an estimated 126,000 pregnant women."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,medical,psychosocial support,"""Post trauma/rehabilitation care, psychosocial support, as wel ass maternity tents are needed for an estimated 126,000 pregnant women."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,medical,"maternity tents for 126,000 women","""Post trauma/rehabilitation care, psychosocial support, as wel ass maternity tents are needed for an estimated 126,000 pregnant women."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,transport,air transport to access rural areas,"""air assets may be required to support access to rural areas."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,nutrition,"lactating mothers require support to breastfeed 168,000 children","""Lactating mothers require support to be able to breastfeed 168,000 children between 0 to 23 months of age."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,nutrition,"food for 126,000 children between 6-23 months","""Families need nutritious food to feed 126,000 young children between 6 and 23 months of age to ensure that their nutritional needs are met"""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,nutrition,"supplementary food for 70,000 children 6-59mo with moderate acute malnutrition","""There is a need to provide supplementary food to 70,000 children between the age of 6 to 59 months with moderate acute malnutrition (MAM) and therapeutic feeding to 15,000 children between the age of 6 to 59 months with severe acute malnutrition."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,nutrition,"supplementary food for 15,000 children with severe acute malnutrition","""There is a need to provide supplementary food to 70,000 children between the age of 6 to 59 months with moderate acute malnutrition (MAM) and therapeutic feeding to 15,000 children between the age of 6 to 59 months with severe acute malnutrition."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,nutrition,"vitamin A, micronutrient supplements for 362,000 children between 6 and 59 months and 185,000 women","""Vitamin A, micronutrient supplements and deworming is needed for 362,000 children between the age of 6 to 59 months and 185,000 women (including pregnant women, and breastfeeding mothers."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,medical,"deworming for 362,000 children between 6 and 59 months and 185,000 women","""Vitamin A, micronutrient supplements and deworming is needed for 362,000 children between the age of 6 to 59 months and 185,000 women (including pregnant women, and breastfeeding mothers."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,nutrition,"there is insufficient therapeutic food for 10,000 severely malnourished children","""There is insufficient therapeutic food for 10,000 children with SAM and supplementary food for 70,000 children with MAM."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,nutrition,"there is insufficient supplementary food for 70,000 children with moderate malnutrition","""There is insufficient therapeutic food for 10,000 children with SAM and supplementary food for 70,000 children with MAM."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,sanitation,"50,000 dignity kits","""According to the Department of Women and Children, gaps in the most affected districts include at least 50,000 dignity kits (essential items such as hygiene goods and cloths for women); at least 55,000 baby kits (cloths, diapers, baby food); 25 Child Friendly Spaces (CFS) in the Kathmandu Valley and 10 per district outside the Valley; and at least 165,000 sets of children's clothes."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,children,"55,000 baby kits (cloths, diapers, baby food)","""According to the Department of Women and Children, gaps in the most affected districts include at least 50,000 dignity kits (essential items such as hygiene goods and cloths for women); at least 55,000 baby kits (cloths, diapers, baby food); 25 Child Friendly Spaces (CFS) in the Kathmandu Valley and 10 per district outside the Valley; and at least 165,000 sets of children's clothes."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,children,"165,000 sets of children's clothes","""According to the Department of Women and Children, gaps in the most affected districts include at least 50,000 dignity kits (essential items such as hygiene goods and cloths for women); at least 55,000 baby kits (cloths, diapers, baby food); 25 Child Friendly Spaces (CFS) in the Kathmandu Valley and 10 per district outside the Valley; and at least 165,000 sets of children's clothes."""
42124,conventional,government,UN/Sitrep7,central,nuwakot,NA,NA,observation,damage,district with the highest number of destroyed houses,"""The districts with the highest numer of damaged houses are Nuwakot, Dhading, Kathmandu and Lalitpur."""
42124,conventional,government,UN/Sitrep7,central,nuwakot,NA,NA,observation,casualties,highest number of deaths confirmed,"""The highest number of confirmed deaths has been recorded in S, K and N."""
42124,conventional,NA,UN/Sitrep7,central,nuwakot,NA,NA,need,medical,need critical health services,"""Eleven districts need critical health services."""
42124,conventional,NA,UN/Sitrep7,central,ramechhap,NA,NA,need,medical,need critical health services,"""Eleven districts need critical health services."""
42124,conventional,NA,UN/Sitrep7,central,rasuwa,NA,NA,need,medical,need critical health services,"""Eleven districts need critical health services."""
42124,conventional,government,UN/Sitrep7,central,sindhupalchok,NA,NA,observation,casualties,highest number of deaths confirmed,"""The highest number of confirmed deaths has been recorded in S, K and N."""
42124,conventional,NA,UN/Sitrep7,central,sindhupalchok,NA,NA,need,medical,need critical health services,"""Eleven districts need critical health services."""
42125,conventional,NA,UN/Sitrep8,central,bhaktapur,NA,NA,observation,population behavior,"10,700 internally displaced person","""In Bhaktapur, there are 10,700 IDPs with the largest camp hosting 2,500 IDPs."""
42125,conventional,NA,UN/Sitrep8,central,bhaktapur,NA,NA,observation,shelter,"largest camp hosts 2,500 IDPs","""In Bhaktapur, there are 10,700 IDPs with the largest camp hosting 2,500 IDPs."""
42125,conventional,NA,UN/Sitrep8,central,bhaktapur,NA,camps,need,nutrition,food needed in camps,"""The camps urgently need food, emergency shelter and regular water supply."""
42125,conventional,NA,UN/Sitrep8,central,bhaktapur,NA,camps,need,shelter,emergency shelter,"""The camps urgently need food, emergency shelter and regular water supply."""
42125,conventional,NA,UN/Sitrep8,central,bhaktapur,NA,camps,need,sanitation,regular water supply,"""The camps urgently need food, emergency shelter and regular water supply."""
