date,source,author,region,district,location1,location2,type,label,description,text
25-May,NA,UN/Sitrep18,NA,NA,NA,NA,need,nutrition,feed for livestock,"""Preliminary assessment findings in six districts indicate the most urgent needs for the summer cropping season are seeds and fertilizers, followed by irrigation, tools and technical support, and the most urgent needs for livestock are shelter and feed, followed by medicine, vaccination and water supply."""
25-May,NA,UN/Sitrep18,NA,NA,NA,NA,need,nutrition,medicine/vaccination for livestock,"""Preliminary assessment findings in six districts indicate the most urgent needs for the summer cropping season are seeds and fertilizers, followed by irrigation, tools and technical support, and the most urgent needs for livestock are shelter and feed, followed by medicine, vaccination and water supply."""
25-May,NA,UN/Sitrep18,NA,NA,NA,NA,need,nutrition,water supply for livestock,"""Preliminary assessment findings in six districts indicate the most urgent needs for the summer cropping season are seeds and fertilizers, followed by irrigation, tools and technical support, and the most urgent needs for livestock are shelter and feed, followed by medicine, vaccination and water supply."""
25-May,NA,UN/Sitrep18,NA,NA,NA,NA,need,nutrition,wheat,"""Wheat and barley need to be provided in time for the winter cropping season that starts in October."""
25-May,NA,UN/Sitrep18,NA,NA,NA,NA,need,nutrition,barley,"""Wheat and barley need to be provided in time for the winter cropping season that starts in October."""
25-May,NA,UN/Sitrep18,NA,NA,NA,NA,need,nutrition,locally adapted rice seeds,"""There are limited local seed stocks, in particular, locally adapted rice seeds."""
25-May,NA,UN/Sitrep18,NA,NA,NA,NA,need,nutrition,packing of vegetable seeds takes long,"""Local packaging of vegetable seeds is taking longer than planned."""
25-May,government,UN/Sitrep18,NA,NA,NA,NA,need,nutrition,402 health facilities destroyed and 683 damaged,"""As per the Government's figures, 402 health facilities were destroyed and 683 damaged."""
25-May,NA,UN/Sitrep18,NA,NA,NA,NA,observation,children,300 children lost one or both parents,"""It has been reported that nearly 300 children have lost one or both parents in the earthquake."""
25-May,NA,UN/Sitrep18,NA,NA,NA,NA,need,shelter,2 tarpaulins to each household,"""The Cluster recommends that two tarpaulins are provided to each household to ensure suitable coverage. The current distribution equates to 31 per cent of the cluster target."""
25-May,NA,UN/Sitrep18,NA,NA,NA,NA,need,shelter,1.2 million in need of emergency water interventions,"""The Cluster is targeting 1.2 million people with emergency water interventions, 1.1 million people with hygiene interventions including hygiene kit and hand washing with soap and around 304,000 people with gender friendly sanitation facilities out of an initial estimated 4.2 million people."""
25-May,NA,UN/Sitrep18,NA,NA,NA,NA,need,shelter,1.1 million in need of hygiene interventions,"""The Cluster is targeting 1.2 million people with emergency water interventions, 1.1 million people with hygiene interventions including hygiene kit and hand washing with soap and around 304,000 people with gender friendly sanitation facilities out of an initial estimated 4.2 million people."""
25-May,NA,UN/Sitrep18,NA,NA,NA,NA,need,shelter,"304,000 gender friendly sanitation facilities","""The Cluster is targeting 1.2 million people with emergency water interventions, 1.1 million people with hygiene interventions including hygiene kit and hand washing with soap and around 304,000 people with gender friendly sanitation facilities out of an initial estimated 4.2 million people."""
29-May,NA,UN/Sitrep19,NA,NA,NA,NA,observation,children,"15,352 classrooms damaged","""A further 15,352 have been partially damaged."""
29-May,NA,UN/Sitrep19,NA,NA,NA,NA,observation,nutrition,in mountain areas 70% of households have poor/borderline food consumption,"""Food security has deteriorated in the affected areas, and is particularly worryin in remote mountain areas, where close to 70% of households have poor or borderline food consumption, and close to half have poor diet diversity."""
29-May,NA,UN/Sitrep19,NA,NA,NA,NA,observation,medical,concern about discontinued treatment of chronic diseases,"""There is concern of potential disruption to the treatment of chronic diseases like tuberculosis for some patients as many treatment centers are damaged in the earthquakes."""
29-May,NA,UN/Sitrep19,NA,NA,NA,NA,need,children,"168,000 children (0-23mo) need support for breastfeeding","""Support 168,000 children (0-23 months old) and their mothers and families to breastfeed their young children to ensure that children don't fall sick with diarrhea or pneumonia."""
29-May,NA,UN/Sitrep19,NA,NA,NA,NA,need,population behavior,border monitoring to prevent human trafficking,"""Human trafficking risks remain high and cross border movement requires close monitoring."""
29-May,NA,UN/Sitrep19,NA,NA,NA,NA,need,medical,spaces for mothers and newborns,"""Hospitals lack capacity to house the influx of mothers and their newborns so safe spaces/shelter for new mothers are required."""
26-May,NA,UN/Sitrep19,NA,NA,NA,NA,observation,general assessment,"500,717 homes destroyed","""As of 26 May, there are 500,717 homes destroyed and 269,190 damaged homes."""
26-May,NA,UN/Sitrep19,NA,NA,NA,NA,observation,general assessment,"269,190 homes damaged","""As of 26 May, there are 500,717 homes destroyed and 269,190 damaged homes."""
29-May,NA,UN/Sitrep19,NA,NA,NA,NA,observation,sanitation,"1,138,565 people do not have access to sanitation facilities","""As per a detailed district/VDC assessment led by Water Supply and Sanitation Division Office in 14 districts, there are 1,138,565 people who do not have access to sanitation facilities and 1,049,859 people who do not have access to water facilities."""
29-May,NA,UN/Sitrep19,NA,NA,NA,NA,observation,sanitation,"1,049,859 people do not have access to water facilities","""As per a detailed district/VDC assessment led by Water Supply and Sanitation Division Office in 14 districts, there are 1,138,565 people who do not have access to sanitation facilities and 1,049,859 people who do not have access to water facilities."""
29-May,NA,UN/Sitrep19,NA,NA,NA,NA,need,sanitation,need for water treatment for new (untested) water sources,"""The water quality of the new springs being used where safe water sources have been damaged has not been tested so there is a need for Piyush/water treatment."""
03-Jun,government,UN/Sitrep20,NA,NA,NA,NA,observation,general assessment,"505,745 houses destroyed","""As of 3 June, the Government reported a total of 505,745 houses destroyed and 279,330 damaged by the 7.8 magnitude earthquake on 25 April and the 7.3 quake on 12 May."""
03-Jun,government,UN/Sitrep20,NA,NA,NA,NA,observation,general assessment,"279,330 houses damaged","""As of 3 June, the Government reported a total of 505,745 houses destroyed and 279,330 damaged by the 7.8 magnitude earthquake on 25 April and the 7.3 quake on 12 May."""
03-Jun,NA,UN/Sitrep20,NA,NA,NA,NA,observation,general assessment,"8,702 deaths - 4,801 female; 3,899 male; 2 unidentified","""The earthquake killed 8,702 people (4,801 female; 3,899 male; 2 bodies remain unidentified) and injured thousands of people."""
03-Jun,NA,UN/Sitrep20,NA,NA,NA,NA,need,shelter,improved drainage in camps,"""As the monsoon approaches, site improvement particularly drainage, is vital."""
03-Jun,NA,UN/Sitrep20,NA,NA,NA,NA,need,damage,guidance and access to tools for debris management of urban houses,"""Consolidated guidance and access to tools and machineries for demolition and debris management of urban houses is required."""
03-Jun,NA,UN/Sitrep20,NA,NA,NA,NA,need,medical,"1,000 - 1,500 injured have ongoing nursing needs","""As per the Health Emergency Operation Center, 1,000 to 1,500 injured have on-going nursing and rehabilitiation needs"""
03-Jun,NA,UN/Sitrep20,NA,NA,NA,NA,observation,medical,concern about outbreak of communicable diseases/respiratory infections,"""There is concern about the risk of outbreaks of communicable diseases and acute respiratory infections, in areas of overcrowding and where WASH systems have been disrupted particularly with the monsoon approaching."""
03-Jun,NA,UN/Sitrep20,NA,NA,NA,NA,need,transport,for incoming cargo the Chief District Office has to provide a letter of release,"""For goods to clear customs it is necessary for the Chief District Office of the district where they will be distributed to provide a letter of release."""
03-Jun,NA,UN/Sitrep20,NA,NA,NA,NA,need,sanitation,1.1 million people targeted with emergency water services,"""The Cluster is targeting 1.1 million people with emergency water services and more than 1 million people with emergency latrines and toilets. Additionally, more than 3 million people will be reached with hygiene assistance."""
03-Jun,NA,UN/Sitrep20,NA,NA,NA,NA,need,sanitation,more than 1 million targeted with emergency latrines and toilets,"""The Cluster is targeting 1.1 million people with emergency water services and more than 1 million people with emergency latrines and toilets. Additionally, more than 3 million people will be reached with hygiene assistance."""
03-Jun,NA,UN/Sitrep20,NA,NA,NA,NA,need,sanitation,more than 3 million people need hygiene assistance,"""The Cluster is targeting 1.1 million people with emergency water services and more than 1 million people with emergency latrines and toilets. Additionally, more than 3 million people will be reached with hygiene assistance."""
25-Apr,NA,UN/Sitrep1,central,nuwakot,NA,NA,observation,general assessment,area is affected,"""Among the most affected districts are"""
26-Apr,NA,UN/Sitrep2,central,nuwakot,NA,NA,observation,medical,some damage to hospitals,"""whereas some damage reported to hospitals in Ramechap, Nuwakot, Sindhupalchowk"""
28-Apr,NA,UN/Sitrep5,central,nuwakot,NA,NA,need,nutrition,priority districts in food distribution,"""Sindhupalchowk and Nuwakot remain the priority districts for the cluster."""
28-Apr,NA,UN/Sitrep5,central,nuwakot,outside district headquarters,NA,observation,medical,60-90% of healthcare facilities severely damaged,"""In terms of health infrastructure, preliminary information ondicated that most of the health facilities (60-90% outside the district headquarters (DHQ) of Ramecchapp, Nuwakot, Sindhupalchowk and Gorkha have been severely damaged"""
28-Apr,NA,UN/Sitrep5,central,nuwakot,district head quarters,NA,observation,medical,hospitals partially damaged,"""the hospitals in DHQ of Dolakha, Nuwakot are partially damaged"""
29-Apr,NA,UN/Sitrep6,central,nuwakot,NA,NA,observation,general assessment,(inter)national relief efforts now in nine districts,"""National and international rescue and relief efforts have expanded to nine districts"""
29-Apr,NA,UN/Sitrep6,central,nuwakot,NA,NA,need,nutrition,identified for immediate food assistance,"""Twelve districts have been identified for immediate food assistance"""
29-Apr,NA,UN/Sitrep6,central,nuwakot,NA,NA,need,medical,"priority district for health intervention. Medical tents, medicines","""are the 11 priority districts for health intervention where medical tents with 50 bed capacity, essential medicine, and services in camps are urgently needed."""
29-Apr,NA,UN/Sitrep6,central,nuwakot,NA,NA,observation,general assessment,identified as district generally most in need (on priority list),"""The most affected districts are being reported to be """
30-Apr,government,UN/Sitrep7,central,nuwakot,NA,NA,observation,damage,district with the highest number of destroyed houses,"""The districts with the highest numer of damaged houses are Nuwakot, Dhading, Kathmandu and Lalitpur."""
30-Apr,government,UN/Sitrep7,central,nuwakot,NA,NA,observation,casualties,highest number of deaths confirmed,"""The highest number of confirmed deaths has been recorded in S, K and N."""
30-Apr,NA,UN/Sitrep7,central,nuwakot,NA,NA,need,medical,need critical health services,"""Eleven districts need critical health services."""
01-May,NA,UN/Sitrep8,central,nuwakot,NA,NA,observation,damage,damage to housing greatest in these areas,NA
01-May,NA,UN/Sitrep8,central,nuwakot,NA,NA,observation,damage,"over 30,000 houses have been damaged","""In Nuwakot district alone, similar in size to Hong Kong, over 30,000 houses have been damaged."""
02-May,NA,UN/Sitrep9,central,nuwakot,NA,NA,observation,damage,over 80% of houses destroyed,"""Across large parts of Dhading, Dolakha, Rasuwa and Nuwakot, more than 80 per cent of houses has been flattened."""
04-May,NA,UN/Sitrep10,central,nuwakot,NA,NA,need,medical,support from foreign medical teams for field hospitals,"""Support from foreign medical teams is needed to establish field hospitals in the VDCs of Bidur, Chautara, Dhunche and Ramechhap as the four district hospitals in these locations have been destroyed."""
06-May,NA,UN/Sitrep11,central,nuwakot,NA,NA,observation,damage,district with highest rate of destruction,"""based on Government data, the highest rates of destruction and damage to housing are reported in"""
08-May,NA,UN/Sitrep12,central,nuwakot,NA,hospital,observation,medical,district hospital destroyed,"""Three district hospitals were destroyed in Nuwakot, Rasuwa and Ramechhap districts."""
11-May,NA,UN/Sitrep13,central,nuwakot,gerkhu,NA,observation,population behavior,people moved here from rasuwa,"""Due to a heightened risk of landslides, 200 families from Haku, Dandagaun and Thulogaun Village Development Committees in Rasuwa District temporarily migrated to Gerkhu, Manakamana VDCs in Nuwakot district."
11-May,NA,UN/Sitrep13,central,nuwakot,manakamana,NA,observation,population behavior,people moved here from rasuwa,"""Due to a heightened risk of landslides, 200 families from Haku, Dandagaun and Thulogaun Village Development Committees in Rasuwa District temporarily migrated to Gerkhu, Manakamana VDCs in Nuwakot district."
11-May,NA,UN/Sitrep13,central,nuwakot,NA,NA,observation,general assessment,districts needs help but has received little,"""Gap analysis of the number of distributions compared against number of homes damaged/destroys shows that Sindhupalchowk, Kavre and Nuwakot have the greatest needs."""
13-May,NA,UN/Sitrep14,central,nuwakot,NA,NA,observation,population behavior,incidents of domestic violence dismissed by local police,"""In Kavre, Dhadhing and Nuwakot districts, some incidents of domestic violence have been reportedly dismissed by the local police."""
18-May,NA,UN/Sitrep16,central,nuwakot,NA,NA,observation,nutrition,not possible to plant rice anymore - focus now on vegetable seeds/keeping livestock alive,"""As the 7-day window and availability of rice seeds are closing for six disricts. The focus is shiting to procurement of vegetable seeds, millet and tarpaulins to keep current livestock alive before the onset of the monsoon rains."""
21-May,NA,UN/Sitrep17,central,nuwakot,NA,NA,need,nutrition,"286,000 households across 6 districts need livelihood support for agricultural inputs","""Approximately 286,000 households in six districts need immediate livelhood support for agricultural inputs."""
29-May,NA,UN/Sitrep19,central,nuwakot,NA,NA,observation,nutrition,"236,000 farmers in these areas - 50% have lost 75% of rice seeds","""there is a high loss of seeds in these districts with half the farmers having lost over 75% of their rice seeds"""
29-May,NA,UN/Sitrep19,central,nuwakot,NA,NA,observation,nutrition,"out of 35% of farmers using irrigation, 70% report damage to irrigation","""Out of the 35% of farmers using irrigation, 70% reported substantial to severe damages on irrigation"""
29-May,NA,UN/Sitrep19,central,nuwakot,NA,NA,need,population behavior,safe spaces for women/children,"""Safe spaces for women and their children are required as incidents of gender based violence (GBV) have been reported in temporary shelters in Dhading, Nuwakot and Kavre"""
29-May,NA,UN/Sitrep19,central,nuwakot,NA,NA,observation,population behavior,gender-based violence,"""Safe spaces for women and their children are required as incidents of gender based violence (GBV) have been reported in temporary shelters in Dhading, Nuwakot and Kavre"""
02-May,government,UN/Sitrep9,eastern,okhaldhunga,NA,NA,observation,medical,added to list of districts requiring health intervention,"""The Government has added Okhaldhunga District to the number of priority districts requiring urgent health intervention"""
15-May,NA,UN/Sitrep15,eastern,okhaldhunga,NA,NA,need,children,support for education response coordination,"""A cluster partner focal point to support Okhaldhunga to coordinate the education resposnse has yet to be identified."""
21-May,NA,UN/Sitrep17,eastern,okhaldhunga,NA,NA,need,shelter,land suitability assessments for temporary displacement sites,"""Land suitability assessments for temporary displacement sites are yet to start in"""
26-Apr,NA,UN/Sitrep2,central,ramechhap,NA,NA,observation,medical,some damage to hospitals,"""whereas some damage reported to hospitals in Ramechap, Nuwakot, Sindhupalchowk"""
26-Apr,NA,UN/Sitrep3,central,ramechhap,NA,NA,observation,general assessment,added to list of most affected districts,"""The most affected districts are Dhading, Gorkha, Rasuwa, Sindhupalchowk, Kavre, Nuwakot, Dolakha, Kathmandu, Lalitpur, Bhaktapur and Ramecchap."""
28-Apr,NA,UN/Sitrep5,central,ramechhap,outside district headquarters,NA,observation,medical,60-90% of healthcare facilities severely damaged,"""In terms of health infrastructure, preliminary information ondicated that most of the health facilities (60-90% outside the district headquarters (DHQ) of Ramecchapp, Nuwakot, Sindhupalchowk and Gorkha have been severely damaged"""
29-Apr,NA,UN/Sitrep6,central,ramechhap,NA,NA,need,nutrition,identified for immediate food assistance,"""Twelve districts have been identified for immediate food assistance"""
29-Apr,NA,UN/Sitrep6,central,ramechhap,NA,NA,need,medical,"priority district for health intervention. Medical tents, medicines","""are the 11 priority districts for health intervention where medical tents with 50 bed capacity, essential medicine, and services in camps are urgently needed."""
29-Apr,NA,UN/Sitrep6,central,ramechhap,NA,NA,observation,general assessment,identified as district generally most in need (on priority list),"""The most affected districts are being reported to be """
30-Apr,NA,UN/Sitrep7,central,ramechhap,NA,NA,need,medical,need critical health services,"""Eleven districts need critical health services."""
01-May,NA,UN/Sitrep8,central,ramechhap,NA,district hospital,observation,medical,hospital not functional,"""Four district hospitals in Ramechhap, Trisuli, Chautara and Rasuwa are not functional, due to destroyed infrastructure and limited Out Patient Department (OPD) capacity."""
01-May,NA,UN/Sitrep8,central,ramechhap,NA,district hospital,need,medical,body bags,"""Health supplies, including body bags, tents for temporary hospitals and mattresses, remain limited."""
01-May,NA,UN/Sitrep8,central,ramechhap,NA,district hospital,need,medical,tents and mattresses for temporary hospitals,"""Health supplies, including body bags, tents for temporary hospitals and mattresses, remain limited."""
04-May,NA,UN/Sitrep10,central,ramechhap,NA,NA,observation,damage,municipal government buildings damaged,"""The main building of the District Development Committees (DDC) in Dolakha and Sindhupalchowk and five municipal government buildings in Bhaktapur, Ramecchap, Manthali, Chautara and Melamchi are damaged."""
04-May,NA,UN/Sitrep10,central,ramechhap,manthali,NA,observation,damage,municipal government buildings damaged,"""The main building of the District Development Committees (DDC) in Dolakha and Sindhupalchowk and five municipal government buildings in Bhaktapur, Ramecchap, Manthali, Chautara and Melamchi are damaged."""
04-May,NA,UN/Sitrep10,central,ramechhap,NA,NA,need,general assessment,office space to facilitate delivery of public services,"""Alternative office space is needed to facilitate delivery of public services."""
04-May,NA,UN/Sitrep10,central,ramechhap,manthali,NA,need,general assessment,office space to facilitate delivery of public services,"""Alternative office space is needed to facilitate delivery of public services."""
04-May,NA,UN/Sitrep10,central,ramechhap,NA,NA,need,medical,support from foreign medical teams for field hospitals,"""Support from foreign medical teams is needed to establish field hospitals in the VDCs of Bidur, Chautara, Dhunche and Ramechhap as the four district hospitals in these locations have been destroyed."""
06-May,NA,UN/Sitrep11,central,ramechhap,NA,NA,observation,damage,district with highest rate of destruction,"""based on Government data, the highest rates of destruction and damage to housing are reported in"""
08-May,NA,UN/Sitrep12,central,ramechhap,NA,district hospital,observation,medical,district hospital destroyed,"""Three district hospitals were destroyed in Nuwakot, Rasuwa and Ramechhap districts."""
13-May,NA,UN/Sitrep14,central,ramechhap,NA,NA,observation,shocks,6.4 magnitude tremor,"""Powerful aftershocks continued for hours, including 5.6 and 6.3 magnitude tremors with epicentres in Sindhupalchowk and Ramechhap districts."""
13-May,NA,UN/Sitrep14,central,ramechhap,NA,NA,observation,children,more educational infrastructure destroyed,"""The earthquake on 12 May destroyed additional educational infrastructure in Sindhupalchowk, Dolakha and Ramechhap districts."""
15-May,NA,UN/Sitrep15,central,ramechhap,NA,NA,observation,damage,"assessment teams cannot access remote VDCs (aftershocks, landslides)","""are unable to reach remote VDCs due to the risk of aftershocks, landslides and further building collapse."""
18-May,NA,UN/Sitrep16,central,ramechhap,manthali,NA,observation,shelter,shelter needs of tenants (vs. home owners) is a concern,"""Shelter needs of tenants are a concern"""
21-May,NA,UN/Sitrep17,central,ramechhap,NA,NA,need,shelter,land suitability assessments for temporary displacement sites,"""Land suitability assessments for temporary displacement sites are yet to start in"""
25-Apr,NA,UN/Sitrep1,central,rasuwa,NA,NA,observation,general assessment,area is affected,"""Among the most affected districts are"""
29-Apr,NA,UN/Sitrep6,central,rasuwa,NA,NA,observation,general assessment,(inter)national relief efforts now in nine districts,"""National and international rescue and relief efforts have expanded to nine districts"""
29-Apr,NA,UN/Sitrep6,central,rasuwa,NA,NA,need,nutrition,identified for immediate food assistance,"""Twelve districts have been identified for immediate food assistance"""
29-Apr,NA,UN/Sitrep6,central,rasuwa,NA,NA,need,medical,"priority district for health intervention. Medical tents, medicines","""are the 11 priority districts for health intervention where medical tents with 50 bed capacity, essential medicine, and services in camps are urgently needed."""
29-Apr,NA,UN/Sitrep6,central,rasuwa,NA,NA,observation,general assessment,identified as district generally most in need (on priority list),"""The most affected districts are being reported to be """
30-Apr,NA,UN/Sitrep7,central,rasuwa,NA,NA,need,medical,need critical health services,"""Eleven districts need critical health services."""
01-May,NA,UN/Sitrep8,central,rasuwa,NA,NA,observation,general assessment,difficult to access,"""Access to Rasuwa and Gorkha districts continues to be a challenge."""
01-May,NA,UN/Sitrep8,central,rasuwa,NA,district hospital,observation,medical,hospital not functional,"""Four district hospitals in Ramechhap, Trisuli, Chautara and Rasuwa are not functional, due to destroyed infrastructure and limited Out Patient Department (OPD) capacity."""
01-May,NA,UN/Sitrep8,central,rasuwa,NA,district hospital,need,medical,body bags,"""Health supplies, including body bags, tents for temporary hospitals and mattresses, remain limited."""
01-May,NA,UN/Sitrep8,central,rasuwa,NA,district hospital,need,medical,tents and mattresses for temporary hospitals,"""Health supplies, including body bags, tents for temporary hospitals and mattresses, remain limited."""
02-May,NA,UN/Sitrep9,central,rasuwa,NA,NA,observation,damage,over 80% of houses destroyed,"""Across large parts of Dhading, Dolakha, Rasuwa and Nuwakot, more than 80 per cent of houses has been flattened."""
02-May,NA,UN/Sitrep9,central,rasuwa,NA,NA,observation,children,extent of damage to schools not clear,"""Information on the full extent of damage to educational facilities in Gorkha, Sindhupalchowk, Dolkaha and Rasuwa districts is still not available."""
02-May,NA,UN/Sitrep9,central,rasuwa,NA,NA,need,medical,general health services,"""Assessments indicate mental health and general health services are needed in Langtang Valley and Rasuwa District."""
04-May,NA,UN/Sitrep10,central,rasuwa,dhunche,NA,need,medical,support from foreign medical teams for field hospitals,"""Support from foreign medical teams is needed to establish field hospitals in the VDCs of Bidur, Chautara, Dhunche and Ramechhap as the four district hospitals in these locations have been destroyed."""
08-May,NA,UN/Sitrep12,central,rasuwa,langtang,NA,need,general assessment,staff and capacity,"""Three areas in Rasuwa reported that staff and capacity constraints are hindering response efforts."""
08-May,NA,UN/Sitrep12,central,rasuwa,rasuwagadhi,NA,need,general assessment,staff and capacity,"""Three areas in Rasuwa reported that staff and capacity constraints are hindering response efforts."""
08-May,NA,UN/Sitrep12,central,rasuwa,NA,hospital,observation,medical,district hospital destroyed,"""Three district hospitals were destroyed in Nuwakot, Rasuwa and Ramechhap districts."""
11-May,NA,UN/Sitrep13,central,rasuwa,haku,NA,observation,population behavior,people moved to nuwakot b/c of landslide risk,"""Due to a heightened risk of landslides, 200 families from Haku, Dandagaun and Thulogaun Village Development Committees in Rasuwa District temporarily migrated to Gerkhu, Manakamana VDCs in Nuwakot district."
11-May,NA,UN/Sitrep13,central,rasuwa,dandagaun,NA,observation,population behavior,people moved to nuwakot b/c of landslide risk,"""Due to a heightened risk of landslides, 200 families from Haku, Dandagaun and Thulogaun Village Development Committees in Rasuwa District temporarily migrated to Gerkhu, Manakamana VDCs in Nuwakot district."
11-May,NA,UN/Sitrep13,central,rasuwa,thulogaun,NA,observation,population behavior,people moved to nuwakot b/c of landslide risk,"""Due to a heightened risk of landslides, 200 families from Haku, Dandagaun and Thulogaun Village Development Committees in Rasuwa District temporarily migrated to Gerkhu, Manakamana VDCs in Nuwakot district."
18-May,NA,UN/Sitrep16,central,rasuwa,NA,NA,observation,nutrition,not possible to plant rice anymore - focus now on vegetable seeds/keeping livestock alive,"""As the 7-day window and availability of rice seeds are closing for six disricts. The focus is shiting to procurement of vegetable seeds, millet and tarpaulins to keep current livestock alive before the onset of the monsoon rains."""
21-May,NA,UN/Sitrep17,central,rasuwa,NA,NA,need,nutrition,"286,000 households across 6 districts need livelihood support for agricultural inputs","""Approximately 286,000 households in six districts need immediate livelhood support for agricultural inputs."""
29-May,NA,UN/Sitrep19,central,rasuwa,NA,NA,observation,general assessment,among the most affected districts,"""The most affected districts are Sindhupalchowk, Rasuwa, Bhaktapur and Bhelukhel."""
29-May,NA,UN/Sitrep19,central,rasuwa,NA,NA,observation,nutrition,"236,000 farmers in these areas - 50% have lost 75% of rice seeds","""there is a high loss of seeds in these districts with half the farmers having lost over 75% of their rice seeds"""
29-May,NA,UN/Sitrep19,central,rasuwa,NA,NA,observation,nutrition,"out of 35% of farmers using irrigation, 70% report damage to irrigation","""Out of the 35% of farmers using irrigation, 70% reported substantial to severe damages on irrigation"""
01-May,NA,UN/Sitrep8,central,sindhuli,NA,NA,observation,general assessment,added to list of most affected districts,"""Following initial assessments, the Government has extended the most affected area to include Makawanpur and Sindhuli districts"""
01-May,NA,UN/Sitrep8,central,sindhuli,NA,NA,observation,general assessment,sudden increase in number of injured; new priority district for health assistance,"""The Government has prioritized two new districts (Makawanpur and Sindhuli) for urgent health assistance, given the sudden increase in the numbers of injured."""
02-May,NA,UN/Sitrep9,central,sindhuli,NA,NA,observation,medical,influenza and diarrhoea,"""Health teams have been deployed to Gorkha and Sindhuli districts to respond to reports of influenza and diarrheal cases."""
15-May,NA,UN/Sitrep15,central,sindhuli,NA,NA,observation,damage,DDC office partially damaged,"""As a result of the 12 May earthquake, an additional 11 District Development Committee (DDC) offices in Dolaka, Kavre, Dhading and Makwanpur have been severely damaged and the Sindhuli DDC office is partially damaged"""
15-May,NA,UN/Sitrep15,central,sindhuli,NA,NA,observation,damage,"assessment teams cannot access remote VDCs (aftershocks, landslides)","""are unable to reach remote VDCs due to the risk of aftershocks, landslides and further building collapse."""
18-May,NA,UN/Sitrep16,central,sindhuli,NA,NA,observation,shelter,shelter needs of tenants (vs. home owners) is a concern,"""Shelter needs of tenants are a concern"""
21-May,NA,UN/Sitrep17,central,sindhuli,NA,NA,need,shelter,land suitability assessments for temporary displacement sites,"""Land suitability assessments for temporary displacement sites are yet to start in"""
25-Apr,NA,UN/Sitrep1,central,sindhupalchok,NA,NA,observation,general assessment,area is affected,"""Among the most affected districts are"""
26-Apr,NA,UN/Sitrep2,central,sindhupalchok,NA,NA,observation,medical,some damage to hospitals,"""whereas some damage reported to hospitals in Ramechap, Nuwakot, Sindhupalchowk"""
28-Apr,NA,UN/Sitrep5,central,sindhupalchok,NA,NA,need,nutrition,priority districts in food distribution,"""Sindhupalchowk and Nuwakot remain the priority districts for the cluster."""
28-Apr,NA,UN/Sitrep5,central,sindhupalchok,outside district headquarters,NA,observation,medical,60-90% of healthcare facilities severely damaged,"""In terms of health infrastructure, preliminary information ondicated that most of the health facilities (60-90% outside the district headquarters (DHQ) of Ramecchapp, Nuwakot, Sindhupalchowk and Gorkha have been severely damaged"""
29-Apr,NA,UN/Sitrep6,central,sindhupalchok,NA,NA,observation,general assessment,(inter)national relief efforts now in nine districts,"""National and international rescue and relief efforts have expanded to nine districts"""
29-Apr,NA,UN/Sitrep6,central,sindhupalchok,NA,NA,need,nutrition,identified for immediate food assistance,"""Twelve districts have been identified for immediate food assistance"""
29-Apr,NA,UN/Sitrep6,central,sindhupalchok,NA,NA,need,medical,"priority district for health intervention. Medical tents, medicines","""are the 11 priority districts for health intervention where medical tents with 50 bed capacity, essential medicine, and services in camps are urgently needed."""
29-Apr,NA,UN/Sitrep6,central,sindhupalchok,NA,NA,observation,general assessment,identified as district generally most in need (on priority list),"""The most affected districts are being reported to be """
30-Apr,government,UN/Sitrep7,central,sindhupalchok,NA,NA,observation,casualties,highest number of deaths confirmed,"""The highest number of confirmed deaths has been recorded in S, K and N."""
30-Apr,NA,UN/Sitrep7,central,sindhupalchok,NA,NA,need,medical,need critical health services,"""Eleven districts need critical health services."""
01-May,NA,UN/Sitrep8,central,sindhupalchok,chautara,district hospital,observation,medical,hospital not functional,"""Four district hospitals in Ramechhap, Trisuli, Chautara and Rasuwa are not functional, due to destroyed infrastructure and limited Out Patient Department (OPD) capacity."""
01-May,NA,UN/Sitrep8,central,sindhupalchok,chautara,district hospital,need,medical,body bags,"""Health supplies, including body bags, tents for temporary hospitals and mattresses, remain limited."""
01-May,NA,UN/Sitrep8,central,sindhupalchok,chautara,district hospital,need,medical,tents and mattresses for temporary hospitals,"""Health supplies, including body bags, tents for temporary hospitals and mattresses, remain limited."""
02-May,NA,UN/Sitrep9,central,sindhupalchok,NA,NA,observation,damage,up to 90 per cent of houses destroyed,"""Up to 90 per cent of the houses in Gorkha and Sindupalchowk districts have been destroyed."""
02-May,NA,UN/Sitrep9,central,sindhupalchok,NA,NA,observation,children,extent of damage to schools not clear,"""Information on the full extent of damage to educational facilities in Gorkha, Sindhupalchowk, Dolkaha and Rasuwa districts is still not available."""
02-May,NA,UN/Sitrep9,central,sindhupalchok,NA,NA,observation,population behavior,security is an issue,"""Security in Sindhupalchok and the eastern districts is an issue."""
04-May,NA,UN/Sitrep10,central,sindhupalchok,NA,NA,observation,damage,main building of District Development Committee damaged,"""The main building of the District Development Committees (DDC) in Dolakha and Sindhupalchowk and five municipal government buildings in Bhaktapur, Ramecchap, Manthali, Chautara and Melamchi are damaged."""
04-May,NA,UN/Sitrep10,central,sindhupalchok,chautara,NA,observation,damage,municipal government buildings damaged,"""The main building of the District Development Committees (DDC) in Dolakha and Sindhupalchowk and five municipal government buildings in Bhaktapur, Ramecchap, Manthali, Chautara and Melamchi are damaged."""
